Age,Gender,Exercise Level,Sleep Hours,Work Hours per Week,Stress Score
63,Female,Low,8.6,67.9,72.43
21,Male,Low,8.0,44.6,51.89
52,Male,Medium,4.9,31.1,45.12
22,Female,Medium,9.8,76.3,55.13
24,Male,High,4.5,62.5,63.45
39,Female,Medium,5.9,23.6,43.6
59,Male,Medium,8.8,43.4,43.54
19,Female,Medium,6.3,72.5,64.48
31,Female,Low,4.3,61.6,81.66
39,Male,Medium,8.4,26.2,37.42
22,Female,Low,9.0,63.3,53.93
42,Male,High,8.3,67.3,57.79
52,Female,High,5.9,32.4,38.74
63,Female,Low,6.7,66.3,75.72
34,Female,Low,4.5,45.6,71.07
33,Male,Medium,7.5,28.7,32.67
32,Female,High,7.1,50.4,47.33
58,Male,High,8.6,38.1,23.78
37,Male,High,6.3,64.8,68.93
54,Male,High,7.6,50.1,44.55
52,Female,High,9.9,45.9,21.78
43,Male,High,8.4,34.2,30.63
36,Male,High,6.1,44.3,55.05
48,Male,High,4.4,31.7,56.7
38,Male,Low,7.5,37.7,50.69
32,Male,Medium,5.1,51.4,63.53
32,Female,High,5.1,32.8,35.36
36,Male,Low,5.1,67.5,84.14
18,Female,Low,4.5,35.8,62.43
49,Female,High,6.3,37.7,39.05
40,Female,High,8.1,57.1,51.05
56,Female,High,9.2,29.7,28.75
57,Female,Low,8.4,48.9,55.98
59,Male,Low,5.8,32.6,56.29
21,Female,Medium,8.5,75.8,61.02
48,Male,Low,6.8,32.0,54.96
31,Male,Medium,8.3,30.4,24.5
64,Male,High,4.7,40.3,47.39
26,Female,High,6.0,21.4,31.93
30,Female,Low,5.4,69.9,79.32
19,Male,High,5.5,34.6,35.5
48,Female,Medium,5.8,22.7,52.33
24,Female,Low,8.2,48.9,49.9
62,Female,Low,5.8,22.7,56.4
49,Male,High,8.6,53.1,49.09
26,Male,High,9.3,67.3,41.62
35,Female,Low,6.7,45.7,68.61
62,Female,Low,6.7,57.2,63.84
54,Male,High,6.6,46.8,50.92
53,Female,Low,9.9,52.0,45.62
27,Male,High,8.9,23.9,17.66
41,Male,Medium,9.1,24.4,29.79
63,Female,Medium,6.6,22.4,40.0
28,Female,High,5.1,42.3,54.05
39,Female,Medium,4.9,74.8,81.19
26,Female,High,4.7,65.6,66.53
61,Female,Low,7.4,74.4,80.38
40,Female,Low,5.9,24.6,57.35
47,Female,Medium,7.5,72.8,63.84
29,Female,Low,5.4,32.2,56.99
25,Female,Low,8.2,39.5,47.4
45,Male,Low,4.8,27.6,62.63
21,Female,Medium,5.5,29.7,53.26
20,Female,Medium,9.7,45.6,31.91
39,Male,High,5.7,25.1,45.54
28,Female,Medium,8.8,45.7,41.77
46,Male,Low,5.6,32.6,60.89
60,Male,High,8.2,23.7,28.19
37,Female,High,9.2,44.6,32.45
25,Female,Medium,6.0,76.6,70.86
59,Female,Medium,6.4,67.1,67.86
20,Male,Medium,5.1,35.5,55.78
47,Male,Low,4.8,22.1,60.6
50,Male,Low,6.7,45.7,63.75
20,Female,High,6.7,66.1,58.56
42,Male,Medium,7.6,74.8,69.81
47,Female,Low,4.3,56.5,82.87
55,Female,Medium,5.7,30.0,46.71
63,Male,Medium,5.5,47.9,66.24
39,Male,Low,6.1,75.0,84.8
63,Female,Low,5.8,58.3,75.25
22,Male,High,4.4,49.0,61.61
54,Female,Medium,6.1,77.9,66.84
20,Male,High,5.6,54.3,54.26
63,Male,Low,9.5,47.1,44.06
28,Male,High,10.0,45.7,32.31
25,Male,Low,7.6,63.5,60.87
18,Male,High,7.5,25.9,34.05
27,Male,Low,8.8,34.3,48.34
30,Male,High,4.5,73.7,74.36
25,Male,Low,8.4,46.5,57.05
42,Female,Medium,7.8,76.0,70.12
21,Male,Medium,6.8,77.9,73.28
41,Male,High,4.5,70.2,82.58
21,Female,Low,7.9,54.2,61.8
25,Female,High,8.8,41.2,23.72
19,Male,Medium,4.3,77.2,84.39
48,Male,Medium,9.2,76.0,66.47
33,Female,Medium,7.4,24.4,34.48
52,Female,Low,4.1,41.4,65.48
56,Male,High,7.6,30.1,36.45
39,Female,Low,5.2,68.3,84.16
44,Female,High,7.4,73.2,60.89
21,Male,Medium,5.2,44.0,50.68
21,Female,Medium,8.4,31.6,29.18
29,Male,High,7.3,51.3,46.46
37,Female,High,6.3,51.7,55.33
35,Female,Low,8.3,54.7,71.12
59,Female,Medium,8.9,58.3,50.17
61,Male,High,4.6,53.8,56.79
56,Male,Low,6.3,21.7,53.39
27,Male,Low,5.0,31.4,63.29
51,Female,High,4.1,29.8,55.06
41,Male,High,5.0,35.1,49.79
42,Female,High,6.7,48.6,43.92
